file,geometry_id,sim,window,n_airfoil,domain_x_span,domain_y_span,domain_z_span,airfoil_chord_x,airfoil_chord_z,airfoil_centroid_x,airfoil_max_x,var_p90,var_p95,var_p99,var_resid_p90,var_resid_p95,var_resid_p99,agreement_iou_p90,var_highvar_bbox_x,var_highvar_bbox_z,var_highvar_x_extent_per_box_x,var_highvar_x_extent_per_chord,var_highvar_downstream_reach,vr_highvar_bbox_x,vr_highvar_bbox_z,vr_highvar_x_extent_per_box_x,vr_highvar_x_extent_per_chord,vr_highvar_downstream_reach
1021_1-0.npz,1021_1,1021,0,20000,2.094407081604004,0.814788818359375,1.21875,1.3299185037612915,0.7679230570793152,0.9967995882034302,1.6983566284179688,40.45208358764649,112.87985038757314,319.3199862670881,28.098261451721193,75.78056716918944,247.34306106567146,0.7059024223814397,1.488753080368042,0.7862182855606079,0.7108232,1.1194319,0.16167545318603516,1.5039708614349365,0.8046875,0.7180891,1.1308744,0.17730045318603516
1021_1-1.npz,1021_1,1021,1,20000,2.094407081604004,0.814788818359375,1.21875,1.3299185037612915,0.7679230570793152,0.9967995882034302,1.6983566284179688,37.436385345458994,89.30204925537107,235.45935546874978,26.145333480834974,62.84180488586409,220.0182978820799,0.6448721111933547,1.504378080368042,0.7786884903907776,0.71828353,1.1311806,0.17730045318603516,1.5273914337158203,0.7901993989944458,0.72927153,1.148485,0.20855045318603516
1021_1-2.npz,1021_1,1021,2,20000,2.094407081604004,0.814788818359375,1.21875,1.3299185037612915,0.7679230570793152,0.9967995882034302,1.6983566284179688,35.506279754638705,82.0722515106201,261.5415106201151,27.869877624511723,68.53747367858881,221.83886703491066,0.7051752067524938,1.503900170326233,0.7773478031158447,0.7180553,1.1308213,0.17730045318603516,1.529634714126587,0.7805002927780151,0.7303426,1.1501718,0.20855045318603516
1021_1-3.npz,1021_1,1021,3,20000,2.094407081604004,0.814788818359375,1.21875,1.3299185037612915,0.7679230570793152,0.9967995882034302,1.6983566284179688,35.96972122192386,89.77969741821269,274.543064575195,27.506938743591313,67.68569602966305,203.15959564208893,0.7421602787456446,1.502180814743042,0.7862217426300049,0.71723443,1.1295285,0.17730045318603516,1.533423900604248,0.7901272773742676,0.7321518,1.153021,0.20855045318603516
1021_1-4.npz,1021_1,1021,4,20000,2.094407081604004,0.814788818359375,1.21875,1.3299185037612915,0.7679230570793152,0.9967995882034302,1.6983566284179688,40.539722442626996,95.62782440185529,273.0716564941395,31.475277900695815,76.76609420776352,278.2680447387671,0.7186560109993985,1.4824802875518799,0.7862182855606079,0.70782816,1.1147151,0.16167545318603516,1.5001416206359863,0.8007851839065552,0.7162608,1.1279951,0.17730045318603516
1021_10-0.npz,1021_10,1021,0,15110,1.8762986660003662,0.8152735233306885,0.90625,1.12217116355896,0.46010833978652954,0.8636810779571533,1.5006850957870483,32.3020908355713,119.46421127319321,337.1060003662109,27.271014976501483,102.39436340332031,323.65188781738254,0.8304960644334615,1.1045188903808594,0.4366459846496582,0.588669,0.98426956,-0.013999700546264648,1.1029702425003052,0.4386252462863922,0.58784366,0.9828895,-0.013999700546264648
1021_10-1.npz,1021_10,1021,1,15110,1.8762986660003662,0.8152735233306885,0.90625,1.12217116355896,0.46010833978652954,0.8636810779571533,1.5006850957870483,36.36997222900395,107.46831550598107,281.8102447509764,28.79732742309571,86.97968559265132,255.89909286499005,0.808972503617945,1.0956394672393799,0.4367189109325409,0.58393663,0.9763568,-0.02287924289703369,1.1064679622650146,0.44606688618659973,0.5897078,0.98600644,-0.010344386100769043
1021_10-2.npz,1021_10,1021,2,15110,1.8762986660003662,0.8152735233306885,0.90625,1.12217116355896,0.46010833978652954,0.8636810779571533,1.5006850957870483,30.685311508178746,112.88775138854933,298.22791015624983,26.425536346435564,88.85787658691336,245.0046034240715,0.8521948508983145,1.1049046516418457,0.44513487815856934,0.58887464,0.9846133,-0.013999700546264648,1.096024990081787,0.4366012513637543,0.5841421,0.97670037,-0.02287924289703369
1021_10-3.npz,1021_10,1021,3,15110,1.8762986660003662,0.8152735233306885,0.90625,1.12217116355896,0.46010833978652954,0.8636810779571533,1.5006850957870483,34.63417739868171,110.89887962341282,332.3878179931633,26.59264602661135,75.6473064422607,229.18185577392555,0.8075011296882061,1.0956394672393799,0.4521326720714569,0.58393663,0.9763568,-0.02287924289703369,1.0940907001495361,0.4540884792804718,0.58311117,0.97497666,-0.02287924289703369
1021_10-4.npz,1021_10,1021,4,15110,1.8762986660003662,0.8152735233306885,0.90625,1.12217116355896,0.46010833978652954,0.8636810779571533,1.5006850957870483,33.53421249389653,104.96488647460885,323.5128189086898,26.43840751647954,88.74261436462355,310.9718994140624,0.7728924740714476,1.09393310546875,0.43678978085517883,0.5830272,0.97483623,-0.02287924289703369,1.0919806957244873,0.44531285762786865,0.5819866,0.9730964,-0.02287924289703369
1021_11-0.npz,1021_11,1021,0,18629,1.8753327131271362,0.8157260417938232,1.125,1.1340410709381104,0.7126507759094238,0.8982544541358948,1.5029492378234863,4.893797683715822,27.19031982421859,177.75093322753796,4.220451498031621,20.227916812896634,170.0234805297841,0.8932222642938281,1.2329392433166504,0.74609375,0.6574509,1.0872086,0.1067584753036499,1.23650062084198,0.7402316331863403,0.65935,1.0903491,0.1067584753036499
1021_11-1.npz,1021_11,1021,1,18629,1.8753327131271362,0.8157260417938232,1.125,1.1340410709381104,0.7126507759094238,0.8982544541358948,1.5029492378234863,5.093931531906144,26.928099822997936,188.01649124145356,5.165041112899782,26.606101131439175,179.7891780090326,0.9474196689386563,1.2367897033691406,0.74609375,0.6595042,1.090604,0.1067584753036499,1.23650062084198,0.74609375,0.65935,1.0903491,0.1067584753036499
1021_11-2.npz,1021_11,1021,2,18629,1.8753327131271362,0.8157260417938232,1.125,1.1340410709381104,0.7126507759094238,0.8982544541358948,1.5029492378234863,4.929227304458627,26.796722602844067,165.7906306457498,4.0871212959289664,20.878598976135105,152.07970001220684,0.9146084625694045,1.2367897033691406,0.73828125,0.6595042,1.090604,0.1067584753036499,1.2367897033691406,0.7402316331863403,0.6595042,1.090604,0.1067584753036499
1021_11-3.npz,1021_11,1021,3,18629,1.8753327131271362,0.8157260417938232,1.125,1.1340410709381104,0.7126507759094238,0.8982544541358948,1.5029492378234863,4.485200357437136,26.825509738922,167.80324203491185,3.8480989933014027,23.800839042663544,180.75888031005582,0.9136924696201321,1.2367897033691406,0.7480441331863403,0.6595042,1.090604,0.1067584753036499,1.23650062084198,0.7480441331863403,0.65935,1.0903491,0.1067584753036499
1021_11-4.npz,1021_11,1021,4,18629,1.8753327131271362,0.8157260417938232,1.125,1.1340410709381104,0.7126507759094238,0.8982544541358948,1.5029492378234863,5.259985208511357,27.587812423705824,174.74853683471633,4.45507307052614,22.323193931579468,153.75286834716752,0.8955549237039143,1.2370727062225342,0.7402316331863403,0.65965503,1.0908536,0.1067584753036499,1.2367897033691406,0.7480438947677612,0.6595042,1.090604,0.1067584753036499
1021_12-0.npz,1021_12,1021,0,7803,1.2514028549194336,0.813959002494812,1.15625,0.5029045939445496,0.4695967733860016,0.5958674550056458,0.8821139335632324,0.9969157040119174,3.63008106946945,58.17184379577601,0.8887004375457771,3.3325884342193306,47.20604305267316,0.9243721735783701,0.8131864666938782,0.4511820673942566,0.6498199,1.6169796,0.30678892135620117,0.8131864666938782,0.4492226839065552,0.6498199,1.6169796,0.30678892135620117
1021_12-1.npz,1021_12,1021,1,7803,1.2514028549194336,0.813959002494812,1.15625,0.5029045939445496,0.4695967733860016,0.5958674550056458,0.8821139335632324,0.886567527055741,3.4015535712242086,56.164989738463,0.7898714184761052,3.033128941059106,52.62054397582977,0.9464720194647201,0.8135967254638672,0.44923466444015503,0.65014774,1.6177953,0.30678892135620117,0.8135967254638672,0.44924843311309814,0.65014774,1.6177953,0.30678892135620117
1021_12-2.npz,1021_12,1021,2,7803,1.2514028549194336,0.813959002494812,1.15625,0.5029045939445496,0.4695967733860016,0.5958674550056458,0.8821139335632324,0.8747227728366855,3.279192543029785,48.69288036346423,0.7983379602432272,3.012023234367368,42.102349586486135,0.9413706076490002,0.8135967254638672,0.44922176003456116,0.65014774,1.6177953,0.30678892135620117,0.8135967254638672,0.44750648736953735,0.65014774,1.6177953,0.30678892135620117
1021_12-3.npz,1021_12,1021,3,7803,1.2514028549194336,0.813959002494812,1.15625,0.5029045939445496,0.4695967733860016,0.5958674550056458,0.8821139335632324,0.8935771882534057,3.383155000209805,55.28285125732418,0.8461776256561283,3.2273857593536324,51.35297706603927,0.9540791402051783,0.8131864666938782,0.44922176003456116,0.6498199,1.6169796,0.30678892135620117,0.8131864666938782,0.45117810368537903,0.6498199,1.6169796,0.30678892135620117
